lat,lon,hour_of_day,day_of_week,traffic_congestion,surge_multiplier,distance_km
16.543350408935545,80.67720098876951,22,3,0.7391715046437872,2.764705882352941,0.6143960112835233
16.59384555664063,80.69204779052734,18,6,0.4874944551278435,2.450980392156863,2.403081554845001
16.56705112304688,80.69010992431642,20,2,0.7174365066948806,2.8431372549019605,4.257289965797132
16.52376193847656,80.64708776855468,22,2,0.918857594114778,2.549019607843137,0.3750582316472485
16.5414354309082,80.67535467529298,12,2,0.8562924791224555,2.1176470588235294,1.785166759345496
16.581611822509764,80.6771704711914,10,4,0.6998907720804831,2.215686274509804,2.9143940577961973
16.59163303222656,80.71705694580076,20,3,0.4150398410225057,2.8235294117647056,2.0863579003530632
16.53141040649414,80.66394873046875,23,2,0.6794564638494489,1.9607843137254903,1.424637938446894
16.54620380249024,80.67517156982422,17,1,0.8976764848346994,2.4901960784313726,1.0618907018265638
16.54896182861328,80.67043371582032,19,5,0.8519662637080332,2.7058823529411766,1.2714453128187817
16.55236072387695,80.66558905029298,17,4,0.6429418868098221,2.666666666666667,1.3369842682787771
16.5556299194336,80.69376440429687,19,2,0.35914063082300873,2.8627450980392157,1.6662343598601774
16.55823154296875,80.68371649169922,13,2,0.5756013379594418,2.431372549019608,2.23516628674694
16.557907293701163,80.68534155273439,13,5,0.4447414942351424,2.7058823529411766,8.10677418416692
16.533634375,80.65946264648439,22,1,0.45339276660284933,2.7254901960784315,2.927385405526963
16.56212634887695,80.66888494873047,0,6,0.540905039647907,2.784313725490196,2.8871971951031625
16.545257757568358,80.66906042480468,21,2,0.597760739825507,2.8823529411764706,0.8447024463664351
16.525181005859373,80.65299291992189,20,4,0.5549458535782823,3.0,4.514827063144758
16.557800482177726,80.68114538574218,13,2,0.9108071128617901,2.431372549019608,0.7293996103746949
16.514038275146476,80.65692205810547,10,0,0.6457520537101792,1.9411764705882353,2.810367040565912
16.587417791748045,80.68145056152343,6,1,0.6186774176467815,1.7058823529411766,3.4530878290874787
16.5039712890625,80.66922827148439,22,3,0.795213718705358,2.764705882352941,2.211691837982134
16.53641528930664,80.66921301269532,14,5,0.6784685728028047,2.4117647058823533,1.13607770943009
16.54347629394531,80.6621787109375,18,6,0.7266938130659792,2.450980392156863,1.8979596314862555
16.541980932617193,80.6690146484375,22,5,0.7585406263561303,2.431372549019608,2.304595577334267
16.53527850952149,80.66033239746093,5,2,0.0,1.2941176470588236,1.578739612371062
16.5625650390625,80.68443365478515,17,5,0.5836090043141609,2.6470588235294117,4.547914986213109
16.534481237792967,80.66404028320314,13,0,0.7923147817584582,2.1372549019607843,1.3038016478496794
16.568420599365233,80.6648642578125,15,0,0.6996146030082595,2.2549019607843137,1.1715030482677882
16.553211401367193,80.68611975097657,15,5,0.3609577433656642,2.686274509803922,2.428360575210476
16.4989549621582,80.64729376220701,6,3,0.49787495060981946,1.6274509803921569,5.071462998840824
16.54325122680664,80.65773077392578,22,6,0.4084114994131952,1.9215686274509802,1.4921176625911632
16.54404086914063,80.66668005371093,9,1,0.8252517497378188,2.5098039215686274,2.0930957086959037
16.54553241577149,80.67856665039062,7,4,0.8700200470762958,2.2941176470588234,1.2997995292370428
16.531246374511717,80.65379400634767,18,0,0.7624111502608709,2.450980392156863,1.6657618242821164
16.56070728149414,80.69854040527343,7,2,0.4336952776425931,2.1568627450980395,8.714800449611207
16.549190710449217,80.68913336181642,9,1,0.9028765596838527,2.5098039215686274,0.9377807737192445
16.537769506835936,80.65483923339843,18,6,0.7145287910861107,2.450980392156863,1.8206719324063605
16.556972692871085,80.67638464355468,8,3,0.5667296038933812,2.4117647058823533,0.5006680132787594
16.565200994873045,80.70088262939453,8,3,0.7124295126770152,2.4117647058823533,1.3356051522334185
16.534210394287108,80.6523901977539,10,4,0.5961317781241771,2.215686274509804,1.7186836553160019
16.60412616577149,80.6918189086914,16,0,0.4358140966262789,2.0392156862745097,7.0021739340938485
16.536251257324217,80.66703100585937,18,3,0.8663999452669311,2.764705882352941,2.1479919910972303
16.54402942504882,80.6824423828125,8,1,0.5281692802167061,2.5882352941176467,13.331839115654628
16.56827182617188,80.69712133789062,22,4,0.1456871929014133,2.4901960784313726,9.312009597374596
16.507888983154295,80.70964117431642,4,0,0.6537184298463679,1.215686274509804,2.9049176162888033
16.54899616088867,80.68120642089843,8,2,0.380518676742603,2.549019607843137,8.652089148161645
16.50266284790039,80.64845343017578,14,5,0.5096347547045742,2.4117647058823533,6.652621827841277
16.53937930908203,80.66935034179687,12,2,0.843076841764681,2.1176470588235294,1.6389752082355542
16.56348056640625,80.69203253173826,20,1,0.5987754388112413,2.8823529411764706,0.5617143856642622
16.593433569335936,80.68457861328125,8,2,0.7602668751749008,2.549019607843137,0.9322954854309413
16.555511663818358,80.67137213134767,16,4,0.7727791398165632,2.1764705882352944,1.8606863772799211
16.53596896972656,80.6582266845703,12,3,0.6825222754069254,2.333333333333333,2.4339958885469053
16.54169864501953,80.65392370605468,11,4,0.8075928922353064,2.2549019607843137,1.4345018812234382
16.527633856201163,80.6548316040039,23,6,0.6913630202415997,1.8235294117647058,1.587765795868215
16.507312963867193,80.63974829101562,14,4,0.693883328253356,2.450980392156863,1.2482757614557596
16.544063757324217,80.66310186767578,20,6,0.550941517462484,2.019607843137255,1.8411397784038155
16.54909152832031,80.67889471435547,19,4,0.715428007083999,2.686274509803922,1.2710882350248043
16.552749822998045,80.68656225585937,9,3,0.38513804885424585,2.372549019607843,7.467156806692325
16.54453677978516,80.67800207519532,13,6,0.6156184152362376,2.666666666666667,2.805985568775465
16.544330786132804,80.67504949951172,15,3,0.7782975869521178,2.1764705882352944,1.3055808768375283
16.574665258789054,80.67421026611328,3,6,0.3001017707284337,2.0588235294117645,5.700282245067312
16.544361303710936,80.66713781738281,19,1,0.7453649549061597,2.5882352941176467,1.9776655168954926
16.54640598144531,80.68698187255859,21,1,0.3164124911540356,2.4705882352941178,2.233052528896817
16.55839176025391,80.6836173095703,13,1,0.7567488842191065,2.1372549019607843,1.786544305901896
16.510566900634764,80.65156622314453,21,3,0.7585151709141522,3.0,1.749423428488586
16.534351538085936,80.64650030517578,17,0,0.3732129726498995,2.313725490196078,4.0810799780795435
16.542698095703123,80.6586157836914,22,3,0.7018827008261798,2.764705882352941,3.5012220580747555
16.519249151611326,80.66732092285154,11,4,0.7862990169608157,2.2549019607843137,1.3771841129191873
16.55936832275391,80.67397375488281,20,2,0.8455428575264249,2.8431372549019605,1.9753352331898326
16.560207556152335,80.69950170898439,9,5,0.20549982297668967,1.8235294117647058,5.826334631504276
16.53400821533203,80.64627142333985,2,6,0.7674434965684269,2.1372549019607843,2.0749208028394794
16.524471472167967,80.64720220947265,8,3,0.8130506399701479,2.4117647058823533,4.058878327759233
16.548641394042967,80.67307348632812,20,5,0.6965726474492837,2.215686274509804,3.4725574791915306
16.562713812255858,80.79122229003907,14,4,0.6599943699520612,2.450980392156863,10.642176220500483
16.558498571777342,80.66613073730468,6,1,0.11347089792008824,1.7058823529411766,0.8372774852976944
16.568184088134764,80.69986791992189,1,5,0.6375934732181117,2.1568627450980395,0.7811874021742925
16.57560748901367,80.68190069580076,17,4,0.3621063623795908,2.666666666666667,0.8221740218218606
16.57056064453125,80.67578955078125,13,6,0.8037570315323102,2.666666666666667,1.7574648064995342
16.53181857910156,80.67042608642578,21,5,0.7219710165687764,2.7254901960784315,1.850437345281144
16.55358142700195,80.66928930664062,10,6,0.7681415088303942,1.843137254901961,0.9377387865081833
16.540558050537108,80.6641089477539,19,1,0.7099239313922927,2.5882352941176467,1.3955881967459693
16.56321735229492,80.79052801513672,18,1,0.8481070177806052,2.8431372549019605,1.0092444818577573
16.55064029541016,80.67813940429687,9,6,0.0,1.9803921568627452,18.529693791537937
16.57416934814453,80.69734259033201,9,4,0.7409858734258937,2.2549019607843137,2.411709311878901
16.567520330810552,80.78099127197265,13,0,0.5185767576819136,2.1372549019607843,9.088200985538098
16.57536334838867,80.68236608886718,16,0,0.7529196241542877,2.0392156862745097,0.9087067156103419
16.542385290527342,80.66964025878907,0,4,0.4506172391373967,2.196078431372549,3.796845302850436
16.557525823974608,80.6830298461914,18,3,0.5992908951974546,2.764705882352941,1.5271469216363673
16.565277288818358,80.78708715820314,14,0,0.33723431624702227,2.2745098039215685,7.3493350265052415
16.573646734619132,80.69878454589843,9,1,0.47436760757866514,2.5098039215686274,7.972091285056912
16.56565875854492,80.70125646972656,10,2,0.354520732520053,2.019607843137255,4.2458191816458735
16.542305181884764,80.68142004394531,7,4,0.5427940180368415,2.2941176470588234,1.5900608039385402
16.57364291992188,80.69873876953125,14,1,0.8358789470823376,2.4705882352941178,1.6229748566302178
16.553760717773436,80.65116186523439,18,0,0.6128136897545929,2.450980392156863,2.400555123521524
16.54533405151367,80.6639334716797,10,1,0.797790213421633,2.333333333333333,3.1207710395261294
16.550136755371085,80.66391821289062,21,0,0.6729758588732505,2.1764705882352944,9.287485607999685
16.570011328125,80.70447607421875,21,6,0.20686032753920136,2.2745098039215685,1.189709508691198
16.5434,80.65885992431642,19,3,0.7269839978569367,2.8627450980392157,1.6168614349139196
16.57535190429688,80.69387884521484,8,1,0.7256935223683836,2.5882352941176467,3.154524492763588
16.514640997314444,80.65647955322265,20,1,0.8740738590042696,2.8823529411764706,0.8031289436838801
16.51932544555664,80.65562506103517,15,3,0.7357798546541593,2.1764705882352944,0.8924769353903952
16.53055972900391,80.67569036865235,8,5,0.43353357946705273,1.6274509803921569,0.8685818448171858
16.568489263916014,80.6888892211914,20,0,0.7682571470437526,2.431372549019608,1.4393806089171368
16.533844183349608,80.66149969482422,2,1,0.03413378294353753,1.0588235294117647,13.049925777118426
16.511318395996092,80.64788122558593,6,0,0.7154711912396909,1.6470588235294117,0.6702234161909502
16.53556842651367,80.6958930053711,15,6,0.5844646607507725,2.0392156862745097,3.6382427480932362
16.43808383789063,80.8721396484375,0,5,0.0,2.3529411764705883,20.382724678814608
16.56113452758789,80.69202490234375,19,6,0.5226960425276713,2.5098039215686274,0.6523154085455157
16.46820850219727,80.65593786621093,0,4,0.31901679570305697,2.196078431372549,6.454207480725471
16.504463385009764,80.70291204833985,19,0,0.6293847182843818,2.803921568627451,1.1036099499976186
16.54710407104492,80.6738974609375,13,2,0.776838715142744,2.431372549019608,1.7456171615500906
16.55972690429688,80.67244024658203,3,6,0.8017533466737585,2.0588235294117645,5.898939306751941
16.512264440917967,80.66368933105468,8,4,0.7418922889138625,2.372549019607843,2.050522371406537
16.592575262451163,80.68353338623047,7,5,0.07022619577687161,1.3529411764705883,11.167616470724465
16.54295368041992,80.65161199951172,16,5,0.7594506594170163,2.1568627450980395,2.1328708198357895
16.549671362304686,80.66309423828125,9,1,0.9167930110788541,2.5098039215686274,1.2462557896189397
16.555008123779295,80.66709204101562,10,5,0.6035037142132991,2.0784313725490193,5.84611745821058
16.53840274658203,80.64582891845701,23,2,0.2996558242302858,1.9607843137254903,8.015050011586728
16.54361362304688,80.65911932373047,18,1,0.8131823508475821,2.8431372549019605,5.09804607020376
16.56763095703125,80.69081945800781,12,4,0.7759566593094782,2.568627450980392,0.8115347673901121
16.51773471679688,80.66915197753907,3,6,0.6443671644040188,2.0588235294117645,8.531236578352484
16.56236286010742,80.67218084716797,18,0,0.0,2.450980392156863,0.0
16.569526861572264,80.67797155761718,6,5,0.8628952896740207,1.4117647058823528,2.3383970038930895
16.54410571899414,80.67020483398439,19,0,0.6697826473040136,2.803921568627451,1.797850031344815
16.55427951660156,80.6805350341797,19,6,0.8601233383868216,2.5098039215686274,0.6185656813560557
16.540668676757804,80.67266912841797,13,5,0.8056711633095545,2.7058823529411766,2.2326224126435634
16.517593572998045,80.64947576904298,6,2,0.974923521325836,1.8823529411764706,0.052660605215744304
16.569061468505858,80.67146368408203,18,4,0.7475849063682157,2.764705882352941,3.1383609974885176
16.55609912719727,80.68621130371093,14,5,0.5277765842600223,2.4117647058823533,2.5552533718374346
16.55003375854492,80.66693182373047,20,3,0.5563320229657034,2.8235294117647056,3.5049770185709437
16.512886236572264,80.66790075683593,4,4,0.5184456914346327,1.1372549019607843,3.4992946422416695
16.534343908691405,80.64621801757812,23,1,0.30290937664698636,2.196078431372549,7.33494244794782
16.525604437255858,80.66893072509767,3,5,0.5381204758217882,1.803921568627451,7.415732360416844
16.525081823730467,80.67056341552734,3,5,0.7485346629897278,1.803921568627451,3.565219666945637
16.539180944824217,80.66284246826173,17,2,0.8491665049511594,2.333333333333333,2.929521659393038
16.55307788696289,80.67195959472656,23,0,0.603280509359716,1.8235294117647058,3.3059957553357
16.55395908203125,80.6927954711914,7,5,0.3760401400047041,1.3529411764705883,2.0798661999843198
16.59244556274414,80.6834189453125,18,3,0.636531348619729,2.764705882352941,3.889114569768899
16.573967169189444,80.70421667480468,17,0,0.5907316202539715,2.313725490196078,1.4233444762278546
16.55353946533203,80.66656561279298,23,0,0.7500135298355863,1.8235294117647058,1.7249066441344545
16.550327490234373,80.67954321289062,18,0,0.7241878196053105,2.450980392156863,2.8224779793723225
16.580475042724608,80.6785819091797,23,5,0.5051526994812122,2.7450980392156863,4.904486578475097
16.54453677978516,80.6599585571289,7,3,0.5946679148580747,2.215686274509804,1.4321733675014696
16.44001407470703,80.86384649658203,17,0,0.33859081363459953,2.313725490196078,20.275866057579332
16.531040380859373,80.64730902099609,3,6,0.8605073389088977,2.0588235294117645,0.2417872792245773
16.531219671630858,80.66597052001951,13,3,0.8147293325512428,2.196078431372549,1.6283233105774104
16.55966968383789,80.70147772216797,9,0,0.5884316612052957,2.1176470588235294,4.399208243561174
16.56314487304688,80.79021520996093,11,2,0.5398521504891372,2.1764705882352944,7.0453748513996555
16.544330786132804,80.66706915283201,18,0,0.6845630397605535,2.450980392156863,0.7710681250297579
16.56162662353516,80.69136114501951,18,1,0.8152442039403593,2.8431372549019605,0.9196732959413225
16.51124973144531,80.6538779296875,15,2,0.8441661904952823,2.0392156862745097,1.5202453860571346
16.565948675537108,80.78431768798826,13,4,0.3935230069783058,2.0784313725490193,10.84919954183253
16.5552293762207,80.66716833496093,11,6,0.485556979648625,2.1176470588235294,3.4524842699136724
16.519195745849608,80.65007086181642,20,4,0.48909633767580196,3.0,1.0842511055991315
16.55396289672852,80.67428656005859,17,4,0.7567736511331986,2.666666666666667,2.899798581489754
16.559421728515623,80.69248266601562,15,5,0.3432607628570843,2.686274509803922,2.0285945325081176
16.573761175537108,80.6727225341797,12,3,0.6845917351395487,2.333333333333333,1.0128109838296713
16.55755252685546,80.69793768310547,12,3,0.5460136706579931,2.333333333333333,3.1879928904905372
16.53719348754882,80.66201086425782,13,2,0.6150607825669393,2.431372549019608,2.621863780960736
16.53037662353516,80.66527624511718,13,3,0.8244918609292053,2.196078431372549,1.5698227994665523
16.498760412597655,80.63669653320314,15,5,0.4645943650771056,2.686274509803922,7.239873974457361
16.541870306396476,80.65001745605468,17,5,0.6933014803247137,2.6470588235294117,0.9712119789717397
16.534332464599608,80.67535467529298,17,2,0.5502536829388952,2.333333333333333,5.232048821810852
16.541008184814444,80.76995916748047,3,5,0.6138460742986773,1.803921568627451,1.733402066481493
16.54964084472656,80.66363592529298,5,2,0.6280974528623443,1.2941176470588236,1.4710811864556157
16.51508350219727,80.66733618164062,2,6,0.7149950986341055,2.1372549019607843,4.154738117689485
16.569061468505858,80.69493170166015,18,1,0.0,2.8431372549019605,0.0
16.551147650146476,80.67801733398439,11,6,0.5818828764822779,2.1176470588235294,1.9605047347164306
16.57669849243164,80.70630712890625,19,2,0.6919949496280203,2.8627450980392157,3.1690297404939245
16.571365545654295,80.69921179199218,18,3,0.5166243069225265,2.764705882352941,0.6176467189323273
16.56634158935546,80.76876898193359,18,2,0.770420590433254,2.7254901960784315,5.203799950179576
16.544998358154295,80.66401739501951,11,3,0.671725391153864,2.0980392156862746,1.2365010266537788
16.53574771728516,80.64962835693359,0,2,0.77625465737263,1.7647058823529411,2.1504413485852782
16.56251926269531,80.6929175415039,7,4,0.6855971285442146,2.2941176470588234,1.6279082010932886
16.56359119262695,80.67372198486328,8,1,0.6937293822565818,2.5882352941176467,1.4564869377131446
16.568725775146476,80.67186041259767,6,1,0.5493903829802177,1.7058823529411766,6.403663335203352
16.513225744628905,80.6646201171875,4,1,0.43706240212691483,1.156862745098039,4.2282868462467285
16.53697223510742,80.73401708984375,7,2,0.5618580580803113,2.1568627450980395,1.4215271893394343
